Country/Area,Region,Subregion,State/Province,Project Name,Unit Name,Status,Reactor Type,Model,capacity_numeric,capacity_factor,annual_generation_twh,Start Year,Retirement Year,Commercial Operation Date,Construction Start Date,Latitude,Longitude
France,Europe,Western Europe,Grand Est,Chooz nuclear power plant,B-2,operating,pressurized water reactor,N4 REP 1450,1560.0,0.9,12.29904,2000.0,,2000-09-29,1985-12-31,50.0901,4.7872
France,Europe,Western Europe,Nouvelle-Aquitaine,Civaux nuclear power plant,1,operating,pressurized water reactor,N4 REP 1450,1561.0,0.9,12.306924,2002.0,,2002-01-29,1988-10-15,46.4555,0.6582
France,Europe,Western Europe,Nouvelle-Aquitaine,Civaux nuclear power plant,2,operating,pressurized water reactor,N4 REP 1450,1561.0,0.9,12.306924,2002.0,,2002-04-23,1991-04-01,46.4555,0.6582
France,Europe,Western Europe,Auvergne-Rhône-Alpes,Cruas nuclear power plant,1,operating,pressurized water reactor,CP2,956.0,0.9,7.537104,1984.0,,1984-04-02,1978-08-01,44.6325,4.7546
France,Europe,Western Europe,Auvergne-Rhône-Alpes,Cruas nuclear power plant,2,operating,pressurized water reactor,CP2,956.0,0.9,7.537104,1985.0,,1985-04-01,1978-11-15,44.6325,4.7546
France,Europe,Western Europe,Auvergne-Rhône-Alpes,Cruas nuclear power plant,3,operating,pressurized water reactor,CP2,956.0,0.9,7.537104,1984.0,,1984-09-10,1979-04-15,44.6325,4.7546
France,Europe,Western Europe,Auvergne-Rhône-Alpes,Cruas nuclear power plant,4,operating,pressurized water reactor,CP2,956.0,0.9,7.537104,1985.0,,1985-02-11,1979-10-01,44.6325,4.7546
France,Europe,Western Europe,Centre-Val de Loire,Dampierre nuclear power plant,1,operating,pressurized water reactor,CP1,937.0,0.9,7.387308,1980.0,,1980-09-10,1975-02-01,47.7321,2.5185
France,Europe,Western Europe,Centre-Val de Loire,Dampierre nuclear power plant,2,operating,pressurized water reactor,CP1,937.0,0.9,7.387308,1981.0,,1981-02-16,1975-04-01,47.7321,2.5185
France,Europe,Western Europe,Centre-Val de Loire,Dampierre nuclear power plant,3,operating,pressurized water reactor,CP1,937.0,0.9,7.387308,1981.0,,1981-05-27,1975-09-01,47.7321,2.5185
France,Europe,Western Europe,Centre-Val de Loire,Dampierre nuclear power plant,4,operating,pressurized water reactor,CP1,937.0,0.9,7.387308,1981.0,,1981-11-20,1975-12-01,47.7321,2.5185
France,Europe,Western Europe,Grand Est,Fessenheim nuclear power plant,1,retired,pressurized water reactor,CP0,920.0,0.85,6.85032,1978.0,2020.0,1978-01-01,1971-09-01,47.9032,7.5609
France,Europe,Western Europe,Grand Est,Fessenheim nuclear power plant,2,retired,pressurized water reactor,CP0,920.0,0.85,6.85032,1978.0,2020.0,1978-04-01,1972-02-01,47.9032,7.5609
France,Europe,Western Europe,Normandy,Flamanville nuclear power plant,1,operating,pressurized water reactor,P4 REP 1300,1382.0,0.9,10.895688,1986.0,,1986-12-01,1979-12-01,49.5366,-1.8823
France,Europe,Western Europe,Normandy,Flamanville nuclear power plant,2,operating,pressurized water reactor,P4 REP 1300,1382.0,0.9,10.895688,1987.0,,1987-03-09,1980-05-01,49.5366,-1.8823
France,Europe,Western Europe,Normandy,Flamanville nuclear power plant,3,operating,pressurized water reactor,EPR,1650.0,0.9,13.0086,2024.0,,2024,2007-12-03,49.5366,-1.8823
France,Europe,Western Europe,Occitania,Golfech nuclear power plant,1,operating,pressurized water reactor,P4 REP 1300,1363.0,0.9,10.745892,1991.0,,1991-02-01,1982-11-17,44.106,0.8443
France,Europe,Western Europe,Occitania,Golfech nuclear power plant,2,operating,pressurized water reactor,P4 REP 1300,1363.0,0.9,10.745892,1994.0,,1994-03-04,1984-10-01,44.106,0.8443
France,Europe,Western Europe,Hauts-de-France,Gravelines nuclear power plant,1,operating,pressurized water reactor,CP1,951.0,0.9,7.497684,1980.0,,1980-11-25,1975-02-01,51.0141,2.1332
France,Europe,Western Europe,Hauts-de-France,Gravelines nuclear power plant,2,operating,pressurized water reactor,CP1,951.0,0.9,7.497684,1980.0,,1980-12-01,1975-03-01,51.0141,2.1332
France,Europe,Western Europe,Hauts-de-France,Gravelines nuclear power plant,3,operating,pressurized water reactor,CP1,951.0,0.9,7.497684,1981.0,,1981-06-01,1975-12-01,51.0141,2.1332
France,Europe,Western Europe,Hauts-de-France,Gravelines nuclear power plant,4,operating,pressurized water reactor,CP1,951.0,0.9,7.497684,1981.0,,1981-10-01,1976-04-01,51.0141,2.1332
France,Europe,Western Europe,Hauts-de-France,Gravelines nuclear power plant,5,operating,pressurized water reactor,CP1,951.0,0.9,7.497684,1985.0,,1985-01-15,1979-10-01,51.0141,2.1332
France,Europe,Western Europe,Hauts-de-France,Gravelines nuclear power plant,6,operating,pressurized water reactor,CP1,951.0,0.9,7.497684,1985.0,,1985-10-25,1979-10-01,51.0141,2.1332
France,Europe,Western Europe,Hauts-de-France,Gravelines nuclear power plant,7,announced,pressurized water reactor,EPR2,1650.0,0.85,12.2859,2040.0,,2040,,51.0141,2.1332
France,Europe,Western Europe,Hauts-de-France,Gravelines nuclear power plant,8,announced,pressurized water reactor,EPR2,1650.0,0.85,12.2859,2040.0,,2040,,51.0141,2.1332
France,Europe,Western Europe,Pays de la Loire,Le Carnet nuclear power plant,1,cancelled,pressurized water reactor,unknown,1500.0,0.85,11.169,,,,,47.2809,-1.8786
France,Europe,Western Europe,Pays de la Loire,Le Carnet nuclear power plant,2,cancelled,pressurized water reactor,unknown,1500.0,0.85,11.169,,,,,47.2809,-1.8786
France,Europe,Western Europe,Pays de la Loire,Le Carnet nuclear power plant,3,cancelled,pressurized water reactor,unknown,1500.0,0.85,11.169,,,,,47.2809,-1.8786
France,Europe,Western Europe,Pays de la Loire,Le Carnet nuclear power plant,4,cancelled,pressurized water reactor,unknown,1500.0,0.85,11.169,,,,,47.2809,-1.8786
France,Europe,Western Europe,Occitania,Marcoule nuclear power plant,Astrid 1,cancelled,fast breeder reactor,ASTRID,600.0,0.85,4.4676,,,,,44.1433,4.7094
France,Europe,Western Europe,Occitania,Marcoule nuclear power plant,G1,retired,unknown,unknown,7.0,0.85,0.052122,1956.0,1968.0,1956,1955,44.1433,4.7094
France,Europe,Western Europe,Occitania,Marcoule nuclear power plant,G2,retired,gas-cooled reactor,unknown,43.0,0.85,0.320178,1959.0,1980.0,1959-04-22,1955-03-01,44.1433,4.7094
France,Europe,Western Europe,Occitania,Marcoule nuclear power plant,G3,retired,gas-cooled reactor,unknown,43.0,0.85,0.320178,1960.0,1984.0,1960-04-04,1956-03-01,44.1433,4.7094
France,Europe,Western Europe,Grand Est,Nogent nuclear power plant,1,operating,pressurized water reactor,P4 REP 1300,1363.0,0.9,10.745892,1988.0,,1988-02-24,1981-05-26,48.5171,3.5181
France,Europe,Western Europe,Grand Est,Nogent nuclear power plant,2,operating,pressurized water reactor,P4 REP 1300,1363.0,0.9,10.745892,1989.0,,1989-05-01,1982-01-01,48.5171,3.5181
France,Europe,Western Europe,Normandy,Paluel nuclear power plant,1,operating,pressurized water reactor,P4 REP 1300,1382.0,0.9,10.895688,1985.0,,1985-12-01,1977-08-15,49.8582,0.6354
France,Europe,Western Europe,Normandy,Paluel nuclear power plant,2,operating,pressurized water reactor,P4 REP 1300,1382.0,0.9,10.895688,1985.0,,1985-12-01,1978-01-01,49.8582,0.6354
France,Europe,Western Europe,Normandy,Paluel nuclear power plant,3,operating,pressurized water reactor,P4 REP 1300,1382.0,0.9,10.895688,1986.0,,1986-02-01,1979-02-01,49.8582,0.6354
France,Europe,Western Europe,Normandy,Paluel nuclear power plant,4,operating,pressurized water reactor,P4 REP 1300,1382.0,0.9,10.895688,1986.0,,1986-06-01,1980-02-01,49.8582,0.6354
France,Europe,Western Europe,Normandy,Penly nuclear power plant,1,operating,pressurized water reactor,P4 REP 1300,1382.0,0.9,10.895688,1990.0,,1990-12-01,1982-09-01,49.9764,1.2107
France,Europe,Western Europe,Normandy,Penly nuclear power plant,2,operating,pressurized water reactor,P4 REP 1300,1382.0,0.9,10.895688,1992.0,,1992-11-01,1984-08-01,49.9764,1.2107
France,Europe,Western Europe,Normandy,Penly nuclear power plant,3,pre-construction,pressurized water reactor,EPR2,1650.0,0.85,12.2859,2035.0,,2035,2027,49.9764,1.2107
France,Europe,Western Europe,Normandy,Penly nuclear power plant,4,pre-construction,pressurized water reactor,EPR2,1650.0,0.85,12.2859,,,,2027,49.9764,1.2107
France,Europe,Western Europe,Occitania,Phenix nuclear power plant,--,retired,fast breeder reactor,PH-250,142.0,0.85,1.057332,1974.0,2010.0,1974-07-14,1968-11-01,44.1526,4.7139
France,Europe,Western Europe,Centre-Val de Loire,Saint-Laurent nuclear power plant,A-1,retired,gas-cooled reactor,Uranium Naturel Graphite Gaz,500.0,0.85,3.723,1969.0,1990.0,1969-06-01,1963-10-01,47.7197,1.5783
France,Europe,Western Europe,Centre-Val de Loire,Saint-Laurent nuclear power plant,A-2,retired,gas-cooled reactor,Uranium Naturel Graphite Gaz,530.0,0.85,3.94638,1971.0,1992.0,1971-11-01,1966-01-01,47.7197,1.5783
France,Europe,Western Europe,Centre-Val de Loire,Saint-Laurent nuclear power plant,B-1,operating,pressurized water reactor,CP2,956.0,0.9,7.537104,1983.0,,1983-08-01,1976-05-01,47.7197,1.5783
France,Europe,Western Europe,Centre-Val de Loire,Saint-Laurent nuclear power plant,B-2,operating,pressurized water reactor,CP2,956.0,0.9,7.537104,1983.0,,1983-08-01,1976-07-01,47.7197,1.5783
France,Europe,Western Europe,Auvergne-Rhône-Alpes,St. Alban nuclear power plant,1,operating,pressurized water reactor,P4 REP 1300,1381.0,0.9,10.887804,1986.0,,1986-05-01,1979-01-29,45.4043,4.7554
France,Europe,Western Europe,Auvergne-Rhône-Alpes,St. Alban nuclear power plant,2,operating,pressurized water reactor,P4 REP 1300,1381.0,0.9,10.887804,1987.0,,1987-03-01,1979-07-31,45.4043,4.7554
France,Europe,Western Europe,Auvergne-Rhône-Alpes,Superphénix nuclear power plant,--,retired,fast breeder reactor,Na-1200,1242.0,0.85,9.247932,1986.0,1998.0,1986-12-01,1976-12-13,45.7613,5.4701
France,Europe,Western Europe,Auvergne-Rhône-Alpes,Tricastin nuclear power plant,1,operating,pressurized water reactor,CP1,955.0,0.9,7.52922,1980.0,,1980-12-01,1974-11-01,44.3311,4.7311
France,Europe,Western Europe,Auvergne-Rhône-Alpes,Tricastin nuclear power plant,2,operating,pressurized water reactor,CP1,955.0,0.9,7.52922,1980.0,,1980-12-01,1974-12-01,44.3311,4.7311
France,Europe,Western Europe,Auvergne-Rhône-Alpes,Tricastin nuclear power plant,3,operating,pressurized water reactor,CP1,955.0,0.9,7.52922,1981.0,,1981-05-11,1975-04-01,44.3311,4.7311
France,Europe,Western Europe,Auvergne-Rhône-Alpes,Tricastin nuclear power plant,4,operating,pressurized water reactor,CP1,955.0,0.9,7.52922,1981.0,,1981-11-01,1975-05-01,44.3311,4.7311
Germany,Europe,Western Europe,North Rhine-Westphalia,AVR Reactor nuclear power plant,--,retired,high temperature gas reactor,Pebble bed reactor prototype,15.0,0.85,0.11169,1969.0,1988.0,1969-05-19,1961-08-01,50.9026,6.4208
Germany,Europe,Western Europe,Hesse,Biblis nuclear power plant,A,retired,pressurized water reactor,unknown,1225.0,0.85,9.12135,1975.0,2011.0,1975-02-26,1970-01-01,49.7093,8.4148
Germany,Europe,Western Europe,Hesse,Biblis nuclear power plant,B,retired,pressurized water reactor,unknown,1300.0,0.85,9.6798,1977.0,2011.0,1977-01-31,1972-02-01,49.7093,8.4148
Germany,Europe,Western Europe,Schleswig-Holstein,Brokdorf nuclear power plant,--,retired,pressurized water reactor,unknown,1480.0,0.85,11.02008,1986.0,2021.0,1986-12-22,1976-01-01,53.8506,9.34501
Germany,Europe,Western Europe,Schleswig-Holstein,Brunsbuettel nuclear power plant,--,retired,boiling water reactor,BWR-69,806.0,0.85,6.001476,1977.0,2011.0,1977-02-09,1970-04-15,53.8912,9.2008
Germany,Europe,Western Europe,Lower Saxony,Emsland nuclear power plant,--,retired,pressurized water reactor,Konvoi,1406.0,0.85,10.469076,1988.0,2023.0,1988-06-20,1982-08-10,52.4716,7.3204
Germany,Europe,Western Europe,Bavaria,Grafenrheinfeld nuclear power plant,--,retired,pressurized water reactor,unknown,1345.0,0.85,10.01487,1982.0,2015.0,1982-06-17,1975-01-01,49.9839,10.1848
Germany,Europe,Western Europe,Mecklenburg-Vorpommern,Greifswald nuclear power plant,1,retired,pressurized water reactor,VVER V-230,440.0,0.85,3.27624,1974.0,1990.0,1974-07-12,1970-03-01,54.1416,13.6634
Germany,Europe,Western Europe,Mecklenburg-Vorpommern,Greifswald nuclear power plant,2,retired,pressurized water reactor,VVER V-230,440.0,0.85,3.27624,1975.0,1990.0,1975-04-16,1970-03-01,54.1416,13.6634
Germany,Europe,Western Europe,Mecklenburg-Vorpommern,Greifswald nuclear power plant,3,retired,pressurized water reactor,VVER V-230,440.0,0.85,3.27624,1978.0,1990.0,1978-05-01,1972-04-01,54.1416,13.6634
Germany,Europe,Western Europe,Mecklenburg-Vorpommern,Greifswald nuclear power plant,4,retired,pressurized water reactor,VVER V-230,440.0,0.85,3.27624,1979.0,1990.0,1979-11-01,1972-04-01,54.1416,13.6634
Germany,Europe,Western Europe,Mecklenburg-Vorpommern,Greifswald nuclear power plant,5,retired,pressurized water reactor,VVER V-213,440.0,0.85,3.27624,1989.0,1989.0,1989-11-01,1976-12-01,54.1416,13.6634
Germany,Europe,Western Europe,Mecklenburg-Vorpommern,Greifswald nuclear power plant,6,cancelled,pressurized water reactor,VVER V-213,440.0,0.85,3.27624,,,,,54.1416,13.6634
Germany,Europe,Western Europe,Mecklenburg-Vorpommern,Greifswald nuclear power plant,7,cancelled,pressurized water reactor,VVER V-213,440.0,0.85,3.27624,,,,,54.1416,13.6634
Germany,Europe,Western Europe,Mecklenburg-Vorpommern,Greifswald nuclear power plant,8,cancelled,pressurized water reactor,VVER V-213,440.0,0.85,3.27624,,,,,54.1416,13.6634
Germany,Europe,Western Europe,Mecklenburg-Vorpommern,Greifswald nuclear power plant,9,cancelled,pressurized water reactor,VVER V-213,440.0,0.85,3.27624,,,,,54.1416,13.6634
Germany,Europe,Western Europe,Lower Saxony,Grohnde nuclear power plant,--,retired,pressurized water reactor,unknown,1430.0,0.85,10.64778,1985.0,2021.0,1985-02-01,1976-06-01,52.0356,9.4135
Germany,Europe,Western Europe,Bavaria,Großwelzheim nuclear power plant,--,retired,boiling water reactor,Superheated steam reactor,27.0,0.85,0.201042,1969.0,1971.0,1969,1965-01-01,50.0581,8.9869
Germany,Europe,Western Europe,Bavaria,Gundremmingen nuclear power plant,A,retired,boiling water reactor,unknown,250.0,0.85,1.8615,1967.0,1977.0,1967-04-12,1962-12-12,48.515,10.4016
Germany,Europe,Western Europe,Bavaria,Gundremmingen nuclear power plant,B,retired,boiling water reactor,BWR-72,1344.0,0.85,10.007424,1984.0,2017.0,1984-07-19,1976-07-20,48.515,10.4016
Germany,Europe,Western Europe,Bavaria,Gundremmingen nuclear power plant,C,retired,boiling water reactor,BWR-72,1344.0,0.85,10.007424,1985.0,2021.0,1985-01-18,1976-07-20,48.515,10.4016
Germany,Europe,Western Europe,Bavaria,Isar nuclear power plant,1,retired,boiling water reactor,BWR-69,912.0,0.85,6.790752,1979.0,2011.0,1979-03-21,1972-05-01,48.6048,12.2988
Germany,Europe,Western Europe,Bavaria,Isar nuclear power plant,2,retired,pressurized water reactor,Konvoi,1485.0,0.85,11.05731,1988.0,2023.0,1988-04-09,1982-09-15,48.6044,12.2927
Germany,Europe,Western Europe,Bavaria,Kahl nuclear power plant,--,retired,boiling water reactor,BWR,16.0,0.85,0.119136,1961.0,1985.0,1961-07-17,1958-07-01,50.0596,8.99101
Germany,Europe,Western Europe,North Rhine-Westphalia,Kalkar nuclear power plant,1,cancelled,fast breeder reactor,SNR-300,327.0,0.85,2.434842,,,,1972,51.7637,6.3272
Germany,Europe,Western Europe,Baden-Württemberg,KNK II nuclear power plant,--,retired,fast breeder reactor,Prototype,21.0,0.85,0.156366,1979.0,1991.0,1979-03-03,1974-09-01,49.0967,8.4398
Germany,Europe,Western Europe,Schleswig-Holstein,Kruemmel nuclear power plant,--,retired,boiling water reactor,BWR-69,1402.0,0.85,10.439292,1984.0,2011.0,1984-03-28,1974-04-05,53.4102,10.4096
Germany,Europe,Western Europe,Lower Saxony,Lingen nuclear power plant,--,retired,boiling water reactor,BWR with fossil fuel-fired superheater,268.0,0.85,1.995528,1968.0,1977.0,1968-10-01,1964-10-01,52.4831,7.3005
Germany,Europe,Western Europe,Rhineland-Palatinate,Muelheim-Kaerlich nuclear power plant,--,retired,pressurized water reactor,unknown,1302.0,0.85,9.694692,1987.0,1988.0,1987-08-18,1975-01-15,50.4086,7.4874
Germany,Europe,Western Europe,Baden-Württemberg,MZFR nuclear power plant,--,retired,pressurized heavy water reactor,unknown,57.0,0.85,0.424422,1966.0,1984.0,1966-12-19,1961-12-01,49.1041,8.4324
Germany,Europe,Western Europe,Baden-Württemberg,Neckarwestheim nuclear power plant,1,retired,pressurized water reactor,unknown,840.0,0.85,6.25464,1976.0,2011.0,1976-12-01,1972-02-01,49.0408,9.1759
Germany,Europe,Western Europe,Baden-Württemberg,Neckarwestheim nuclear power plant,2,retired,pressurized water reactor,Konvoi,1400.0,0.85,10.4244,1989.0,2023.0,1989-04-15,1982-11-09,49.0408,9.1759
Germany,Europe,Western Europe,Bavaria,Niederaichbach nuclear power plant,1,retired,heavy water gas-cooled reactor,pressure tube reactor,106.0,0.85,0.789276,1973.0,1974.0,1973,1966-06-01,48.6047,12.3039
Germany,Europe,Western Europe,Baden-Württemberg,Obrigheim nuclear power plant,--,retired,pressurized water reactor,unknown,357.0,0.85,2.658222,1969.0,2005.0,1969-03-31,1965-03-15,49.3655,9.0779
Germany,Europe,Western Europe,Baden-Württemberg,Philippsburg nuclear power plant,1,retired,boiling water reactor,BWR-69,926.0,0.85,6.894996,1980.0,2011.0,1980-03-26,1970-10-01,49.2529,8.4364
Germany,Europe,Western Europe,Baden-Württemberg,Philippsburg nuclear power plant,2,retired,pressurized water reactor,unknown,1468.0,0.85,10.930728,1985.0,2019.0,1985-04-18,1977-07-07,49.2529,8.4364
Germany,Europe,Western Europe,Brandenburg,Rheinsberg nuclear power plant,--,retired,pressurized water reactor,VVER-70,70.0,0.85,0.52122,1966.0,1990.0,1966-10-11,1960-01-01,53.1478,12.9904
Germany,Europe,Western Europe,Lower Saxony,Stade nuclear power plant,--,retired,pressurized water reactor,unknown,672.0,0.85,5.003712,1972.0,2003.0,1972-05-19,1967-12-01,53.6197,9.5308
Germany,Europe,Western Europe,Saxony-Anhalt,Stendal nuclear power plant,1,cancelled,pressurized water reactor,VVER V-1000,1000.0,0.85,7.446,,,,,52.7237,12.0176
Germany,Europe,Western Europe,Saxony-Anhalt,Stendal nuclear power plant,2,cancelled,pressurized water reactor,VVER V-1000,1000.0,0.85,7.446,,,,,52.7237,12.0176
Germany,Europe,Western Europe,Saxony-Anhalt,Stendal nuclear power plant,3,cancelled,pressurized water reactor,VVER V-1000,1000.0,0.85,7.446,,,,,52.7237,12.0176
Germany,Europe,Western Europe,Saxony-Anhalt,Stendal nuclear power plant,4,cancelled,pressurized water reactor,VVER V-1000,1000.0,0.85,7.446,,,,,52.7237,12.0176
Germany,Europe,Western Europe,North Rhine-Westphalia,THTR-300 nuclear power plant,--,retired,high temperature gas reactor,Pebble bed reactor,308.0,0.85,2.293368,1987.0,1988.0,1987-06-01,1971-05-03,51.6803,7.97201
Germany,Europe,Western Europe,Lower Saxony,Unterweser nuclear power plant,--,retired,pressurized water reactor,unknown,1410.0,0.85,10.49886,1979.0,2011.0,1979-09-06,1972-07-01,53.4282,8.4791
Germany,Europe,Western Europe,North Rhine-Westphalia,Wuergassen nuclear power plant,--,retired,boiling water reactor,unknown,670.0,0.85,4.98882,1975.0,1994.0,1975-11-11,1968-01-26,51.6395,9.3919
Ghana,Africa,Sub-Saharan Africa,,Nsuban nuclear power plant,1,announced,unknown,unknown,1200.0,0.85,8.9352,,,,,5.629125,-0.673349
Ghana,Africa,Sub-Saharan Africa,,Nsuban nuclear power plant,10,announced,unknown,unknown,77.0,0.85,0.573342,,,,,5.629125,-0.673349
Ghana,Africa,Sub-Saharan Africa,,Nsuban nuclear power plant,11,announced,unknown,unknown,77.0,0.85,0.573342,,,,,5.629125,-0.673349
Ghana,Africa,Sub-Saharan Africa,,Nsuban nuclear power plant,12,announced,unknown,unknown,77.0,0.85,0.573342,,,,,5.629125,-0.673349
Ghana,Africa,Sub-Saharan Africa,,Nsuban nuclear power plant,13,announced,unknown,unknown,77.0,0.85,0.573342,,,,,5.629125,-0.673349
Ghana,Africa,Sub-Saharan Africa,,Nsuban nuclear power plant,2,announced,unknown,unknown,77.0,0.85,0.573342,,,,,5.629125,-0.673349
Ghana,Africa,Sub-Saharan Africa,,Nsuban nuclear power plant,3,announced,unknown,unknown,77.0,0.85,0.573342,,,,,5.629125,-0.673349
Ghana,Africa,Sub-Saharan Africa,,Nsuban nuclear power plant,4,announced,unknown,unknown,77.0,0.85,0.573342,,,,,5.629125,-0.673349
Ghana,Africa,Sub-Saharan Africa,,Nsuban nuclear power plant,5,announced,unknown,unknown,77.0,0.85,0.573342,,,,,5.629125,-0.673349
